Machine_ID,Temp_C,Vibration_mm_s,Pressure_Bar,Acoustic_dB,Inspection_Duration_min,Downtime_Cost_USD,Technician_Availability_pct,Failure_Prob,Maintenance_Priority
M007,72.26535754,2.240608244,5.28562383,77.73197782,113,1686,89,0.47,2
M004,78.16942617,4.058721213,5.237316727,65.64375744,86,860,87,0.54,2
M003,72.39045167,3.519591813,5.099386825,87.59117148,55,4381,71,0.56,1
M005,67.8954745,1.79121492,5.083681227,70.43357213,64,3153,91,0.43,2
M009,71.92576555,0.656085212,5.705502604,83.56794368,31,4244,57,0.45,1
M008,60.96243355,3.126833657,4.813772844,51.20072225,127,809,69,0.44,2
M007,78.80078708,2.837933721,5.252433077,82.57334662,113,673,60,0.56,2
M001,72.31363942,2.993172003,3.99852549,62.51067307,129,1366,59,0.5,2
M003,65.58410483,2.729700747,4.508136948,71.79455984,48,2597,56,0.49,2
M002,84.55707956,1.555804356,4.031847097,85.35721291,136,847,58,0.53,2
M004,73.68597094,1.418862887,6.030479718,77.96047574,51,2713,53,0.48,2
M005,89.29324263,2.648971949,5.340734693,75.46015918,46,2769,60,0.56,2
M008,70.81079881,2.841127313,5.256784214,76.32957833,61,3037,64,0.51,2
M004,62.25631254,3.934466869,4.844815608,73.77235169,96,3286,71,0.52,2
M009,94.62822634,1.614045687,3.709814172,89.39611909,129,3807,65,0.56,2
M004,83.9226366,3.360456048,4.550312936,66.3351202,36,4317,71,0.55,1
M007,81.83418505,1.058155574,4.803223563,67.14769684,74,1698,58,0.46,2
M007,62.62658355,1.511731142,4.961003302,85.92951198,147,2088,88,0.43,2
M003,74.86397166,4.096048491,5.276884231,63.31696763,75,4287,79,0.54,1
M004,71.90117926,1.842850169,5.075954875,54.31524434,132,3346,62,0.44,2
M010,77.29645177,3.038806212,4.070636314,61.94386257,121,1269,79,0.5,2
M010,74.15437001,2.270342731,5.625845183,59.88084678,53,3965,77,0.46,2
M005,81.54654163,1.853054829,4.872062739,67.78955552,77,3113,97,0.46,2
M003,92.01696209,3.257905396,4.831838816,65.18539223,111,3070,60,0.58,2
M010,63.4325033,1.013064027,4.901905927,86.29304883,101,3349,90,0.41,2
M002,70.32287228,3.119566472,5.44906986,57.18148597,80,867,91,0.46,2
M010,95.42984525,1.627846321,4.538703667,71.98126611,57,1094,84,0.51,2
M009,65.21233352,4.040785812,4.521861271,54.01297138,43,2806,76,0.49,2
M006,92.1885049,2.608521276,5.11023616,69.51803273,126,1221,85,0.53,2
M003,75.31022937,5.420752566,5.772905214,72.80124002,89,3143,67,0.62,2
M010,68.84371326,2.55695444,4.846598243,70.49223878,98,2334,97,0.45,2
M010,78.51891068,2.569548088,5.824533144,54.8139673,94,1475,87,0.46,2
M008,78.90613178,2.931120964,4.642099619,75.68847609,80,1263,97,0.51,2
M007,96.9082516,2.176080183,5.354768085,84.97253891,85,2655,79,0.57,2
M003,85.32954733,2.462340056,5.797041066,75.94310003,89,2923,66,0.54,2
M009,68.50178522,3.358618398,4.748447888,54.42201304,119,1342,66,0.48,2
M003,69.2471029,3.606637784,5.532712216,73.92191621,124,1174,87,0.51,2
M002,92.25416275,2.077487266,5.169527226,73.45836658,97,4238,75,0.53,1
M004,62.40080034,1.444821528,4.082804347,78.21400647,50,3235,56,0.45,2
M001,81.94406319,2.463120439,3.92220453,52.5534976,117,4677,75,0.47,1
M009,76.54315832,2.256096779,5.621456691,75.16888485,133,4590,56,0.51,1
M003,71.31020555,4.111790591,4.915553338,75.41565103,44,2973,51,0.58,2
M007,71.64587856,1.665635821,5.403291048,63.13218566,84,4611,61,0.45,1
M007,69.86688772,2.133172334,5.79027092,52.26301117,38,1576,71,0.43,2
M004,58.82166094,1.051410197,4.882814938,90.68288851,79,4332,95,0.4,1
M004,80.03284669,1.57162833,5.960966482,84.78139714,94,3883,68,0.5,2
M003,62.1205261,3.738695769,4.562054141,71.63385705,64,1754,68,0.51,2
M003,65.9063523,2.776496143,5.872775355,56.74633616,116,1306,91,0.43,2
M007,96.63656499,0.622557115,4.563215733,66.55877263,122,3031,70,0.48,2
M008,63.76098533,2.127911759,4.560418492,97.77299412,131,2356,91,0.48,2
M006,77.0170056,3.865148762,5.354280157,72.55089696,106,3389,93,0.54,2
M008,92.3132058,2.051231776,4.44179761,72.53729021,35,4033,72,0.53,1
M001,54.80444451,2.154606845,5.335105828,83.13885621,146,675,73,0.44,2
M009,59.67264631,2.81304971,4.445876424,77.14815757,30,3377,56,0.49,2
M002,74.54119218,3.961526206,5.080442191,78.94307167,79,4041,74,0.57,1
M005,66.17972659,4.427569385,3.612731567,70.75599489,71,1410,86,0.53,2
M002,81.1703017,2.228794807,4.971081525,81.93051688,47,4611,59,0.54,1
M004,72.12408981,2.519154915,4.847926232,51.08871138,135,829,65,0.45,2
M001,90.99122335,2.814448917,5.274425213,67.84051754,63,2167,80,0.54,2
M009,78.85884383,3.454013816,5.747706831,75.94504369,41,4254,85,0.54,1
M004,73.31410379,3.647111927,4.936160964,70.42279832,58,1331,75,0.53,2
M007,65.86801094,2.295378249,5.39551493,56.07190892,94,1969,97,0.4,3
M001,77.86917429,1.852684592,5.343949984,85.8354891,136,3664,65,0.51,2
M005,85.75314139,3.225199473,5.658273086,70.10146526,110,1273,63,0.56,2
M007,58.12750577,2.872832992,4.596278887,63.91900241,32,2344,71,0.45,2
M009,69.95447563,1.074836804,4.00258277,67.20444362,135,3785,98,0.39,3
M004,70.33185054,2.369540131,5.041594858,79.52030131,81,2504,65,0.5,2
M007,77.79842661,2.508279274,4.912214553,68.58622031,57,1531,70,0.5,2
M002,80.46691606,1.231985793,4.990402225,68.29259699,56,1030,76,0.45,2
M010,69.44453267,3.467487749,6.068260373,71.63198459,36,1451,81,0.51,2
M003,71.3728431,4.455230031,4.367143674,82.71579078,73,3421,80,0.58,2
M004,86.03666943,2.107685231,4.603815553,91.43686653,30,1900,68,0.56,2
M003,79.19665523,2.002736033,4.260710666,74.37323782,118,4890,54,0.51,1
M005,77.29872208,1.200804482,5.124964513,75.98618874,147,2792,72,0.46,2
M008,72.86287848,4.330393856,5.883155304,64.00902582,102,4389,68,0.55,1
M001,59.20276929,4.610872637,6.25230834,67.91407674,69,2332,72,0.53,2
M003,70.59992609,2.455045413,4.400311442,51.77875877,148,1678,96,0.42,2
M002,76.99487942,3.89696158,5.798424897,68.51134773,39,3928,62,0.56,2
M008,77.05428596,1.776884369,5.398491091,96.05303121,84,4004,91,0.5,1
M007,81.32116101,1.117540075,5.08665235,82.46545593,77,3586,55,0.5,2
M010,88.66836461,3.613694238,5.04435312,65.07402205,84,4293,99,0.54,1
M005,80.10279011,2.080684455,4.800831778,78.61207056,86,4189,83,0.5,1
M001,73.63216725,0.538672344,6.346379081,53.8609698,46,2531,59,0.39,3
M005,59.59581328,2.341383323,5.211836599,48.66364158,74,771,87,0.38,3
M003,80.17196835,1.680134455,5.307038112,65.27059357,109,4363,75,0.46,1
M005,98.63717869,1.240018522,5.004325089,63.62576087,76,4630,93,0.48,1
M007,80.56841179,4.718343483,5.028887003,72.34091361,86,4289,59,0.62,1
M005,73.30749116,2.143709705,5.170519255,80.77871056,57,1921,94,0.47,2
M003,66.89926916,2.722434137,5.665403621,84.14614618,71,3457,91,0.49,2
M009,76.84900817,3.615466683,4.784323037,64.96472055,86,2686,86,0.52,2
M001,72.43189692,1.798662808,5.107271672,64.8166399,40,3327,72,0.45,2
M005,48.68568117,3.811155868,4.904285015,60.48527484,106,4188,94,0.43,1
M008,84.56856879,0.887338242,4.825027083,58.43438397,141,819,91,0.42,2
M004,59.7529455,2.72792967,5.579882481,70.22136485,121,3791,80,0.45,2
M003,76.90937751,3.072608108,5.516537492,70.9918509,88,3503,55,0.54,2
M009,87.23190105,2.918864747,4.859947738,38.68256166,141,1112,77,0.48,2
M010,78.56166877,1.587612547,4.997689156,56.71204891,72,4550,56,0.46,1
M010,100.935715,1.34637601,5.114820708,92.24044779,49,2869,85,0.56,2
M001,76.61357925,3.874021342,5.142314596,88.30333195,34,2116,71,0.59,2
M010,60.55442556,1.855613071,4.313221804,81.45904578,141,1499,80,0.44,2
M003,61.54631548,2.733947452,5.318077743,72.29901608,52,1306,51,0.49,2
M005,84.16628466,2.651012291,4.913918443,63.82512844,136,1881,92,0.49,2
M009,77.65403828,1.844421003,4.837137112,70.709232,82,3631,76,0.47,2
M001,97.3974304,2.074211157,4.958676766,54.52087557,49,4427,56,0.53,1
M009,74.87721723,0.741806993,5.075111677,52.52551054,112,2042,77,0.38,3
M004,70.21422555,3.024326036,5.337695368,74.62104379,82,2050,50,0.53,2
M003,79.24140419,3.302923969,5.341595455,73.95681557,97,1660,82,0.54,2
M008,74.30977485,3.95670995,5.018655587,74.90891212,78,1969,55,0.58,2
M002,88.06557462,2.178337485,4.667750659,73.69740803,53,4155,83,0.52,1
M007,79.46000095,3.197065274,4.181612626,72.22186737,121,4051,90,0.52,1
M009,58.77088753,1.111014864,5.064841955,67.46479854,36,2872,99,0.36,3
M007,84.03449036,0.686766714,4.906170753,63.29189098,137,1010,79,0.43,2
M001,62.26840231,2.610259117,4.641192302,65.32806536,34,1370,80,0.44,2
M001,75.62502733,3.097731708,4.281728633,60.0936561,126,4955,75,0.5,1
M002,63.83414196,3.171480601,5.359675725,52.71705914,125,1449,62,0.46,2
M006,57.82504266,3.19332469,4.974290223,66.93432955,69,1391,91,0.44,2
M005,62.79682623,4.01694679,4.00992477,64.20469422,118,1581,99,0.48,2
M001,74.39479478,4.128149546,5.845011923,66.17622909,144,4909,92,0.53,1
M001,80.94368809,2.279745399,5.482566795,57.14044608,65,864,95,0.45,2
M005,66.39986638,2.130302944,4.457380671,65.03343122,48,3185,98,0.42,2
M001,78.47402637,3.772058982,5.328530034,85.59937702,41,4877,88,0.57,1
M006,79.25178842,3.384242306,5.622264955,51.53459757,82,2112,65,0.51,2
M006,92.68298308,2.54387336,4.275968286,63.60714183,66,1202,66,0.54,2
M003,61.88159872,4.688056759,5.967340615,64.52857861,109,4105,69,0.53,1
M004,82.09461817,2.036832387,4.683969621,62.28590799,44,3636,50,0.5,2
M001,67.8068001,3.31108834,4.578538834,77.52301938,53,3826,65,0.53,2
M003,75.38865562,1.510386041,5.469837124,64.79403084,146,3311,90,0.43,2
M010,65.03767944,0.769966261,4.874945771,72.4703287,86,2727,74,0.4,3
M006,69.96854748,2.031442514,4.153457592,61.45143197,103,4476,77,0.44,1
M003,75.25426703,1.469693527,4.542396794,88.13856137,82,719,56,0.5,2
M001,79.33967422,2.854968255,5.986704795,73.41791468,91,1714,69,0.53,2
M005,62.85481044,3.536201832,4.005480346,61.65915144,117,2146,67,0.49,2
M007,66.52476507,3.279755496,5.361341721,66.38753657,73,3877,71,0.49,2
M006,82.3424429,0.735079616,4.6294033,54.16875181,139,4291,68,0.42,1
M005,63.76483795,2.302282658,5.012051613,74.62872876,108,3938,81,0.45,2
M001,80.60306441,3.0290163,4.401906565,63.42411706,88,4006,96,0.49,1
M001,69.05823251,2.882426562,5.019197004,82.30170588,117,579,73,0.51,2
M008,77.23511106,1.408388805,4.992939639,68.47736167,119,1139,64,0.46,2
M010,83.42449925,4.833289322,5.244396658,79.07223618,43,589,67,0.63,2
M006,86.22175029,0.56441532,5.53554154,74.76488763,89,3095,98,0.43,2
M003,86.96690818,2.941271535,5.537590198,61.98404432,66,3881,98,0.5,2
M004,78.73396192,3.030191307,5.504451028,58.57627509,111,3067,81,0.49,2
M005,45.75074821,2.931453834,5.182747602,75.10352646,67,651,84,0.42,2
M002,69.8208735,4.614331715,4.640554792,74.067202,73,2341,64,0.58,2
M004,77.76709044,0.751253924,4.894744332,46.03724943,74,3021,59,0.4,3
M010,80.57178661,3.554128676,5.527768487,71.97179744,145,1165,89,0.54,2
M002,68.80065813,3.731768229,5.900769807,59.56036037,75,2537,60,0.51,2
M002,75.28202712,3.55874383,4.933678428,68.22154225,82,4816,64,0.54,1
M003,90.68934496,1.67954215,5.380632146,67.53587921,47,1676,58,0.52,2
M004,84.95548585,3.533118515,4.451607081,70.13264643,56,3115,97,0.54,2
M007,80.79399239,2.398961223,4.954371224,65.49783586,100,3857,68,0.5,2
M005,82.59211,3.373516424,5.095746426,72.239191,106,4737,96,0.53,1
M007,96.99098181,2.428907374,4.477279867,61.85728154,120,1113,54,0.56,2
M002,66.50613085,3.424195466,4.745416115,45.48463606,138,4251,61,0.47,1
M002,95.33293769,1.528901818,5.078877436,97.9897953,128,3521,82,0.56,2
M005,65.29996032,4.470258449,4.913185483,64.81573013,112,1774,80,0.52,2
M001,83.08985515,0.488041973,4.638327416,56.20438665,38,744,77,0.4,3
M002,69.20299089,2.763851701,4.688673401,59.88196479,86,2519,87,0.45,2
M001,77.75524877,2.655522426,4.630333605,61.42199807,130,2850,75,0.49,2
M009,58.63275009,1.732982473,5.205214877,66.67645526,94,556,51,0.43,2
M010,86.54584282,2.844897008,4.307371455,78.89102779,107,633,70,0.56,2
M001,81.86946493,1.967339027,4.742756948,63.85782158,103,1274,55,0.5,2
M005,85.89835536,1.935605358,5.413580156,62.03543192,69,4959,95,0.46,1
M008,75.3589455,3.442238151,5.323704439,59.30873236,54,4414,90,0.49,1
M007,59.35086631,3.284990579,5.024369577,62.14894261,66,4403,65,0.47,1
M010,85.40205928,2.756054864,5.562846408,75.49327546,131,4218,62,0.56,1
M010,81.8065794,3.152388716,4.815284155,74.81353998,30,2003,67,0.55,2
M003,88.27078102,2.015950364,5.296050981,90.58491955,106,4397,75,0.55,1
M005,73.29820333,2.510642243,5.369731735,69.52061208,126,4931,64,0.5,1
M001,75.81563035,1.871615909,5.070676763,59.74409347,145,4721,71,0.45,1
M009,55.63481265,3.290501361,4.866934799,90.3785755,93,1128,53,0.53,2
M010,74.08240676,1.903604782,4.920629137,70.48191163,144,803,68,0.47,2
M009,65.87051927,1.271401484,5.218615549,69.23486397,136,4114,59,0.43,1
M010,68.6509308,2.539154592,5.689361113,68.75891346,42,4092,57,0.49,1
M009,67.9832809,2.19865355,4.676842352,67.3083983,120,2120,59,0.47,2
M008,74.95300596,2.209289257,4.409210333,69.47488531,59,2848,64,0.49,2
M001,74.59428173,2.546900566,4.899632541,87.27994422,41,3542,54,0.55,2
M005,77.74681074,1.791732261,4.250204225,78.85902323,135,1602,97,0.47,2
M009,67.33046761,1.761464574,4.323635731,80.51492496,69,1593,77,0.46,2
M002,70.52853538,3.06568708,4.545369948,67.8821639,34,3896,76,0.49,2
M005,68.03847641,2.165151516,5.492277645,64.84645803,109,1305,64,0.46,2
M001,77.94524742,1.722609924,4.780420365,59.05281127,71,775,69,0.45,2
M003,58.65704664,3.680045369,4.086977295,76.37477472,126,809,77,0.5,2
M006,63.10238458,1.971966161,5.865949734,46.85366198,74,2756,99,0.36,3
M007,99.13393915,3.671426348,4.194266285,58.35114201,42,4010,76,0.58,1
M003,63.18057149,2.763569074,4.460352032,71.44863638,87,1419,67,0.48,2
M005,80.99783856,1.208488899,3.817548787,83.96330607,123,2841,77,0.48,2
M007,76.45238717,2.112199891,4.840213221,63.74163845,136,2053,81,0.46,2
M002,100.4683328,3.283583069,4.728263621,54.12951346,101,4314,64,0.58,1
M010,73.32803857,2.079886438,4.603936787,67.22549932,40,2591,97,0.44,2
M002,47.858927,2.291000039,6.23210622,70.72947379,144,4405,63,0.41,1
M003,89.82714794,3.094778596,4.451113591,65.37414528,39,4311,61,0.56,1
M004,69.08696785,3.947586925,5.393302054,77.30356931,30,2512,55,0.56,2
M007,82.64096078,3.1597212,5.189607828,78.04921104,147,1951,88,0.54,2
M007,85.11903312,-0.043498183,4.831174635,76.34563587,33,3946,79,0.43,2
M001,87.38632048,2.628553923,5.752741142,64.75713931,48,3699,60,0.54,2
M002,74.55235193,1.756338387,4.119531782,74.95341487,74,692,95,0.45,2
M002,77.07649335,4.510481635,5.121575857,73.40059651,126,2504,50,0.61,2
M010,59.5046873,2.996664734,4.813715579,78.01760564,50,1861,88,0.47,2
M004,55.56012571,1.085024128,4.851445526,68.44632266,33,4622,70,0.38,1
M008,85.76371995,3.342038397,5.11477557,81.46281227,85,4453,59,0.59,1
M009,66.15984545,2.288724745,4.679705624,59.21376528,83,3773,93,0.42,2
M010,81.66450317,1.450120759,5.347569948,72.99651923,68,4658,71,0.48,1
M008,81.81006239,3.921282983,4.721322508,81.19447371,71,1357,56,0.61,2
M002,78.51288809,2.773199199,4.451799318,70.55027085,54,1325,98,0.49,2
M009,86.3448052,2.702289056,5.428047927,77.25433792,61,3873,66,0.56,2
M003,80.35577447,2.520493013,4.827265676,81.56939766,81,2026,81,0.52,2
M001,96.09444595,3.291209039,4.767019032,65.01688896,60,571,94,0.56,2
M005,56.59670964,2.950266635,5.421931916,78.42248235,99,1111,81,0.46,2
M001,74.01561014,1.436687521,4.979195345,59.20265946,48,1725,70,0.43,2
M009,77.26300935,1.53781082,4.493315996,54.4180157,108,2535,58,0.44,2
M001,61.47835553,2.206152964,4.677859091,58.39422847,96,4134,69,0.42,1
M005,80.36416732,4.056000572,4.031602356,66.0715903,115,4470,58,0.58,1
M007,65.96656514,-0.119242727,4.14587692,64.69234112,123,3133,52,0.37,3
M005,78.57624259,2.966190342,4.507800187,77.31108531,123,848,62,0.55,2
M001,59.66251274,1.668600533,4.78770321,73.69296476,108,2029,79,0.41,2
M005,73.12421336,2.811814183,4.750162338,65.22475911,123,3420,83,0.48,2
M008,67.00501667,1.859470543,5.163382239,82.2297567,105,3838,53,0.49,2
M003,65.343824,2.451393105,5.45482577,82.26156368,51,1333,76,0.48,2
M001,64.48305112,3.255925192,4.807308799,91.07803454,47,1090,99,0.51,2
M007,78.03122962,4.682356501,4.49765145,80.59193715,139,545,77,0.61,2
M007,85.69850499,2.889600395,5.199221932,80.52969695,81,2836,97,0.54,2
M009,81.10244376,1.267678853,4.72554032,51.31977713,86,1371,99,0.4,3
M004,86.32034986,1.935622786,5.434547643,77.51957663,63,3182,89,0.5,2
M001,81.34907804,4.081698968,5.662349352,87.5227,51,4529,52,0.63,1
M003,82.4608812,1.708851889,5.666409397,72.74933566,89,505,86,0.48,2
M006,76.80645464,2.633151211,5.424809734,86.18092018,98,2510,63,0.55,2
M003,76.9730042,2.590968977,3.990093334,76.45972163,52,1386,68,0.52,2
M002,77.41866702,3.310080652,4.959024107,84.54119753,63,2706,73,0.56,2
M002,79.25302404,3.21321982,4.767465275,61.21098569,87,4969,80,0.51,1
M002,66.62680921,0.745457896,5.292319849,65.22495053,81,4413,69,0.39,1
M004,72.04737767,1.934826368,4.994327405,48.13566774,65,2382,57,0.43,2
M003,62.86072619,1.536284932,4.094273958,64.29436307,140,4753,81,0.4,1
M010,88.1121023,2.309182595,5.277787804,91.7371014,33,2322,53,0.59,2
M002,82.49302417,1.819048924,5.571404819,59.4477651,76,1319,84,0.46,2
M005,97.78248703,2.905040543,4.07686337,66.51540627,47,2562,88,0.55,2
M003,64.7658069,3.684172528,3.995758142,71.12463042,30,3637,56,0.53,2
M002,80.98057696,2.557136355,4.850497519,75.36120998,114,2329,73,0.52,2
M001,74.80024571,3.606850182,6.481554228,83.02344723,137,1247,78,0.56,2
M008,82.98254071,1.704310237,5.313233046,64.06503782,113,2953,81,0.46,2
M006,75.5557556,2.787987595,5.491328454,62.27872783,134,893,71,0.49,2
M001,87.46326886,2.026829929,6.132129064,65.7082606,146,1860,69,0.51,2
M004,76.61563013,1.547441877,5.056190595,71.38405434,73,3654,62,0.47,2
M003,80.05427147,4.056049439,5.381630461,60.17948658,85,3426,57,0.57,2
M006,87.54356869,1.868810231,4.590617946,58.74466004,123,3564,68,0.49,2
M005,75.97675856,0.891231337,5.107753512,75.74920516,116,2344,95,0.42,2
M005,87.18337316,2.505833547,5.326813444,90.6738217,76,1276,53,0.59,2
M007,75.60321915,1.097257277,4.990247736,59.21052021,99,3341,85,0.4,3
M010,82.73013362,2.985549295,4.823422981,62.78569536,144,2491,96,0.5,2
M005,64.92816306,2.237459677,3.79216631,61.92635031,90,564,68,0.44,2
M010,77.45018595,3.708450508,4.051788812,85.29490847,126,994,95,0.56,2
M005,81.52534694,4.382292234,4.681570207,68.78871874,98,502,62,0.6,2
M005,71.42282818,1.859095651,5.05973817,64.91572885,73,4973,51,0.47,1
M003,72.55199758,2.334228802,5.852227275,61.41422623,33,1020,97,0.44,2
M003,70.41043114,5.062527659,5.769032718,79.90416748,118,4529,86,0.59,1
M001,91.95329533,2.14431709,5.110342473,78.38076968,116,3036,63,0.56,2
M010,84.35881556,3.950192631,4.659708557,75.23999724,142,4106,73,0.59,1
M006,72.94719726,2.411080299,4.684728452,64.94925612,125,4879,56,0.49,1
M005,60.00412544,2.486827011,5.831038371,64.72001139,76,3780,61,0.45,2
M007,75.46114106,2.820277411,5.332271771,67.72843916,129,2694,63,0.51,2
M008,82.31145529,2.711749718,4.936012682,61.14026992,32,3048,92,0.49,2
M003,79.94595748,3.246923469,4.712525022,67.28564664,145,561,55,0.55,2
M002,81.66166065,1.817217642,5.336982429,57.44200559,39,4582,78,0.45,1
M003,65.88205511,2.669441831,4.296478893,58.38881144,54,610,58,0.46,2
M004,76.3575388,0.711010587,4.645704367,65.00857176,123,3153,86,0.4,3
M003,84.61854356,2.999089795,5.608816795,49.75656502,103,4647,78,0.5,1
M001,81.17670368,2.443460256,5.319879721,50.52884623,103,4929,67,0.48,1
M005,84.6266892,3.261421767,4.775512959,86.86363478,105,4248,75,0.58,1
M009,83.82104782,2.829373146,4.784426558,60.98516057,122,3626,68,0.52,2
M006,79.69559169,4.929144322,4.633736158,76.40562753,115,833,92,0.6,2
M009,75.14323258,3.318127286,4.401259657,72.88857904,79,3302,55,0.55,2
M009,91.88793913,1.91769243,4.985820535,66.82132553,76,1680,90,0.5,2
M004,81.66980403,3.539395053,4.933717161,58.5463036,143,1588,93,0.51,2
M008,53.84080005,1.44147995,4.325901249,67.65631299,48,3192,52,0.4,3
M010,86.53238579,1.689616306,6.153076492,73.45148374,47,3146,76,0.5,2
M009,79.16236367,4.045712298,4.803739148,66.7330738,41,3647,50,0.58,2
M004,79.90636221,1.821514595,5.088689585,64.86344308,44,4035,78,0.46,1
M006,80.96643834,1.884770809,5.403978275,82.89563224,39,2342,64,0.52,2
M004,71.97750324,3.237252533,5.440792492,48.86334457,45,2062,63,0.48,2
M001,70.87475347,3.316339156,5.664195273,73.42498467,111,1789,74,0.52,2
M001,90.46004148,1.719459902,4.326931982,72.58710133,110,3688,92,0.49,2
M003,68.15481788,2.034177921,4.872063092,72.02165378,39,739,52,0.48,2
M005,64.83750826,3.421703485,4.998799225,92.58266493,105,867,63,0.55,2
M006,95.19837892,2.999411069,4.832923809,54.51176162,149,835,95,0.52,2
M002,79.02821721,1.588826024,4.746795946,67.25095729,128,1255,95,0.44,2
M008,66.34133563,3.250446571,5.144506228,62.506126,83,4333,94,0.46,1
M003,74.46255491,3.48868056,4.879516434,65.70954052,76,3131,69,0.53,2
M007,70.29171023,2.070392556,5.078422122,56.91779457,33,578,63,0.44,2
M009,66.86645352,2.280576074,4.363802511,85.28320586,128,1626,78,0.48,2
M010,63.44820249,1.024962802,4.776101224,70.25290699,32,3507,83,0.39,3
M004,83.75507981,4.603731918,4.601670843,86.80925623,37,1634,70,0.64,2
M007,72.16890999,4.789805797,4.603031663,76.6287043,83,2253,63,0.6,2
M007,64.34815316,3.296575508,5.181642695,78.839347,145,4633,66,0.52,1
M003,80.22418613,2.815735899,5.119744734,74.5362296,41,2453,71,0.53,2
M002,67.94574352,0.959662507,5.25449526,74.10557245,120,2020,63,0.43,2
M008,69.56220567,4.736283651,5.044928081,83.87007319,41,3021,83,0.58,2
M004,64.26370994,3.201255559,4.721535596,70.74692867,116,2842,83,0.48,2
M004,74.10774547,1.10293108,5.230768287,59.46693674,142,4390,66,0.42,1
M004,81.56481212,2.498853211,4.412684162,55.31064766,63,2351,59,0.5,2
M001,62.93728691,2.942079037,5.841131172,84.63123953,37,2168,84,0.49,2
M005,66.15183633,2.536812146,5.631880581,74.28438696,66,1223,81,0.47,2
M001,70.01732117,1.746086471,5.42999072,64.62940459,141,775,68,0.44,2
M003,73.53657646,2.666109144,5.733819169,52.67352645,131,2435,64,0.47,2
M008,66.77568423,2.070534856,5.191448228,53.93364825,53,2129,71,0.42,2
M004,60.60225787,0.102501129,6.107647765,74.01064615,94,961,72,0.36,3
M004,82.67813919,2.276649459,4.732289061,76.56907879,120,1196,85,0.51,2
M004,68.96219761,2.502761836,5.306979204,73.86242299,47,2368,83,0.47,2
M008,77.20069633,1.641852754,4.83098098,84.78067726,61,2624,55,0.51,2
M006,63.21336911,3.196985522,4.371935353,60.14057055,42,1314,53,0.48,2
M007,89.43996666,1.933012524,5.347868749,82.84795424,109,2317,63,0.55,2
M007,71.05202437,0.957186858,5.505479603,63.09656957,93,4230,83,0.39,1
M006,74.51970469,3.448121439,5.941541127,83.1291504,119,3351,56,0.57,2
M008,83.43414309,1.664005158,5.44751959,83.06539584,148,3081,64,0.52,2
M010,87.89269863,4.756272265,4.132668039,78.39827835,81,2682,91,0.62,2
M008,84.42166505,2.924473094,5.23553664,61.63299527,140,3443,67,0.53,2
M005,65.92873654,2.84828933,5.286736493,50.70223145,93,2396,94,0.42,2
M006,67.39850728,1.407954201,5.193715936,75.69365919,146,3445,95,0.41,2
M003,78.51754677,2.160398366,4.979195771,65.78188821,109,4662,58,0.5,1
M006,80.5155927,1.677529087,5.066741014,70.06518075,114,1143,63,0.49,2
M003,75.89662251,1.76098313,4.61165857,58.96953401,112,3652,60,0.46,2
M005,77.73366746,2.586428517,5.076664331,72.63014682,57,1473,53,0.53,2
M009,70.0922787,1.777932007,5.367090397,66.5762435,137,1474,99,0.42,2
M010,67.96937102,4.108389311,5.616607352,63.42419454,48,687,91,0.5,2
M005,55.66558893,2.296159069,5.628388439,84.34605399,132,1025,89,0.44,2
M006,82.3638947,2.91118216,5.62439595,82.56438867,52,1795,73,0.56,2
M009,75.62315645,1.106206634,5.045935467,62.32679525,58,2083,86,0.41,2
M002,82.25766823,2.541722711,4.61313741,70.14320398,122,3208,66,0.52,2
M010,74.81750035,3.328709435,4.914271588,54.4638757,52,957,59,0.51,2
M002,77.33205964,3.986663664,5.175712387,68.02684659,149,1385,81,0.55,2
M008,80.79178019,3.716312039,5.118949094,67.05216957,45,4624,57,0.57,1
M005,85.8360608,3.286292563,4.938782594,76.09668073,70,2291,64,0.58,2
M008,82.84600318,1.991739649,7.026275061,78.34854759,41,527,53,0.53,2
M003,84.97812718,2.749011676,5.59268489,77.4188775,32,4728,72,0.55,1
M008,69.65284392,2.847589103,4.308922015,71.33399654,117,3292,66,0.5,2
M009,65.95485311,4.170162587,5.134481757,74.71095107,53,3895,66,0.55,2
M010,67.64048081,3.767922133,5.216994913,84.31924174,42,2105,64,0.56,2
M004,80.0599111,2.365953417,4.102031724,58.77414061,148,4709,60,0.49,1
M010,61.2147065,3.829996838,5.308875089,82.14808948,43,1844,62,0.54,2
M006,61.3030182,2.830290863,5.228483682,79.75134521,123,4500,58,0.5,1
M005,79.70602601,3.731984471,4.700062916,64.7396422,140,3382,50,0.57,2
M009,86.13948633,1.596639042,6.051301217,65.63923372,72,4446,79,0.47,1
M001,85.17540917,1.681596069,4.964641762,61.20795306,110,4598,68,0.48,1
M009,57.05742769,2.842351179,5.005100736,58.63099191,104,970,77,0.43,2
M005,82.95703142,1.808625503,5.202167739,72.34490718,61,1091,87,0.48,2
M001,85.76183321,1.750856735,4.695432615,75.33011435,50,1532,86,0.49,2
M010,78.75071915,0.739421406,4.903741888,58.56652714,149,4164,56,0.43,1
M001,81.22396871,2.473363356,4.748421548,73.64962181,97,1649,64,0.53,2
M005,87.70699585,2.25555567,4.461512227,82.36026109,97,792,77,0.54,2
